recordIdentifier,title,date,senders,receivers,mentioned,genre
DE-611-HS-3684119,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3684120,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3684121,Declaration of 13 World Citizens of world wide reputation (Incipit des Druckes),o.D.,,"Heisenberg, Werner (1901-1976) [vermutlich]",,unknown
DE-611-HS-3684122,Registre International des Citoyens du Monde - Centre International : Bulletin (Incipit des Druckes),1966,"Kastler, Alfred (1902-1984)","Heisenberg, Werner (1901-1976) [vermutlich]",,unknown
DE-611-HS-3684125,"Brief von World Constitution. Coordinating Commitee an Werner Heisenberg, 23.04.1962",1962-04-23,World Constitution. Coordinating Commitee,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684126,"Brief von Frédéric Joliot-Curie und Cecil Frank Powell von World Federation of Scientific Workers an Werner Heisenberg, 19.05.1957",1957-05-19,"Joliot-Curie, Frédéric (1900-1958); World Federation of Scientific Workers (1946-1994)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684128,"Brief von Werner Heisenberg an Bool Chand an Alliance Mondiale des Religions, 21.01.1965",1965-01-21,"Heisenberg, Werner (1901-1976)","Chand, Bool (-1989); Alliance Mondiale des Religions",,Brief
DE-611-HS-3684130,"Brief von Bool Chand von Alliance Mondiale des Religions an Werner Heisenberg, 11.01.1965",1965-01-11,"Chand, Bool (-1989); Alliance Mondiale des Religions","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684131,Aktenverweis (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3684220,"Brief von Wiltrud Huber von Max-Planck-Institut für Physik. Direktion. Sekretariat an The World Publishing Company (Cleveland, Ohio), 20.10.1967",1967-10-20,"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat","The World Publishing Company (Cleveland, Ohio)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3684226,"Brief von Max-Planck-Gesellschaft zur Förderung der Wissenschaften an Max-Planck-Institut für Physik. Direktion. Sekretariat, 02.10.1967",1967-10-02,Max-Planck-Gesellschaft zur Förderung der Wissenschaften (1948-),Max-Planck-Institut für Physik. Direktion. Sekretariat,"Heisenberg, Werner (1901-1976); Hahn, Otto (1879-1968)",Brief
DE-611-HS-3684238,"Brief von World Student Christian Federation an Werner Heisenberg, o.D. [Dienstag]",o.D. [Dienstag],World Student Christian Federation (1895-),"Heisenberg, Werner (1901-1976)","Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3684248,"Brief von Ulrich Weizsäcker von Württembergischer Verein der Freunde des Humanistischen Gymnasiums an Werner Heisenberg, 1955 [Juni 1955]",1955,Württembergischer Verein der Freunde des Humanistischen Gymnasiums,"Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3684254,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Franz Wuesthoff, 11.12.1958",1958-12-11,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wuesthoff, Franz","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3684259,"Brief von Franz Wuesthoff von Forschungsgesellschaft für Friedenswissenschaft an Werner Heisenberg, 06.12.1958",1958-12-06,"Wuesthoff, Franz; Forschungsgesellschaft für Friedenswissenschaft (1958-)","Heisenberg, Werner (1901-1976) [vermutlich]","Adenauer, Konrad (1876-1967); Wuesthoff, Freda (1896-1956)",Brief
DE-611-HS-3684303,"Brief von Jose Guy Merveille von Congress of World Unity (1975) an Werner Heisenberg, 06.01.1975",1975-01-06,"Merveille, Jose Guy; Congress of World Unity (1975) (1975-1975)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3684310,"Brief von E. Bruce Kirk von Congress of World Unity (1975) an Werner Heisenberg, 28.12.1974",1974-12-28,"Kirk, E. Bruce; Congress of World Unity (1975) (1975-1975)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3684321,"Brief von Jose Guy Merveille von Congress of World Unity (1975) an Werner Heisenberg, 27.12.1974",1974-12-27,"Merveille, Jose Guy; Congress of World Unity (1975) (1975-1975)","Heisenberg, Werner (1901-1976) [vermutlich]","Winter, Ernst F. (1923-2014); Kirk, E. Bruce; Sabatino, A. William",Brief
DE-611-HS-3684333,"Brief von Werner Heisenberg an A. William Sabatino an Congress of World Unity, 04.03.1974",1974-03-04,"Heisenberg, Werner (1901-1976)","Sabatino, A. William; Congress of World Unity (1976-1976)",,Brief
DE-611-HS-3684340,"Brief von A. William Sabatino von Congress of World Unity an Werner Heisenberg, 20.02.1974",1974-02-20,"Sabatino, A. William; Congress of World Unity (1976-1976)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684444,"Brief von A. William Sabatino von Congress of World Unity an Werner Heisenberg, 11.02.1974",1974-02-11,"Sabatino, A. William; Congress of World Unity (1976-1976)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684445,"Brief von A. William Sabatino von Congress of World Unity an Werner Heisenberg, 25.09.1973",1973-09-25,"Sabatino, A. William; Congress of World Unity (1976-1976)","Heisenberg, Werner (1901-1976)","Merveille, Jose Guy",Brief
DE-611-HS-3684447,"Brief von Helmut Kuhn von World University Service (Komitee München) an Werner Heisenberg, 03.07.1965",1965-07-03,"Kuhn, Helmut (1899-1991); World University Service (Komitee München)","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3684449,"Brief von Werner Heisenberg von Max-Planck-Institut für Physik und Astrophysik an World Youth Forum (3.), 12.05.1961",1961-05-12,"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",World Youth Forum (3.) (1961-1961),,Brief
DE-611-HS-3684451,"Brief von World Youth Forum (3.) an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 08.05.1961",1961-05-08,World Youth Forum (3.) (1961-1961),"Heisenberg, Werner (1901-1976) [vermutlich]; Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3684452,Zahlkarte (Incipit der Unterlage),o.D.,"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,,unknown
DE-611-HS-3684653,"Brief von I. C. Worsfold von Großbritannien. Foreign Office (German General Economic Department) an Werner Heisenberg, 29.11.1950",1950-11-29,"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Heisenberg, Werner (1901-1976) [vermutlich]","Hahn, Otto (1879-1968); Weizsäcker, Carl Friedrich von (1912-2007); Raiser, Ludwig (1904-1980)",Brief
DE-611-HS-3684659,"Brief von Werner Heisenberg an I. C. Worsfold an Großbritannien. Foreign Office (German General Economic Department), 20.11.1950",1950-11-20,"Heisenberg, Werner (1901-1976)","Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Hahn, Otto (1879-1968); Weizsäcker, Carl Friedrich von (1912-2007); Raiser, Ludwig (1904-1980)",Brief
DE-611-HS-3684665,"Brief von Werner Heisenberg an I. C. Worsfold an Großbritannien. Foreign Office (German General Economic Department), 25.08.1948",1948-08-25,"Heisenberg, Werner (1901-1976)","Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Buchheit, Herbert [vermutlich]; Heisenberg, Erwin (1900-1965)",Brief
DE-611-HS-3684667,"Brief von I. C. Worsfold von Großbritannien. Foreign Office (German General Economic Department) an Werner Heisenberg, 12.08.1948",1948-08-12,"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Heisenberg, Werner (1901-1976) [vermutlich]","Buchheit, Herbert; Heisenberg, Erwin (1900-1965)",Brief
DE-611-HS-3684672,"Brief von I. C. Worsfold von Großbritannien. Foreign Office (German General Economic Department) an Werner Heisenberg, 07.01.1948",1948-01-07,"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Heisenberg, Werner (1901-1976) [vermutlich]","Cockcroft, John (1897-1967); Bragg, William Lawrence (1890-1971)",Brief
DE-611-HS-3684680,"Brief von Werner Heisenberg an I. C. Worsfold an Großbritannien. Foreign Office (German General Economic Department), 20.12.1947",1947-12-20,"Heisenberg, Werner (1901-1976)","Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Buchheit, Herbert [vermutlich]; Heisenberg, Erwin (1900-1965)",Brief
DE-611-HS-3684781,"Brief von I. C. Worsfold von Großbritannien. Foreign Office (German General Economic Department) an Werner Heisenberg, 11.12.1947",1947-12-11,"Worsfold, I. C.; Großbritannien. Foreign Office (German General Economic Department)","Heisenberg, Werner (1901-1976) [vermutlich]","Cockcroft, John (1897-1967); Wirtz, Karl (1910-1994); Harteck, Paul",Brief
DE-611-HS-3684785,"Brief von Eberhard Wortmann an Werner Heisenberg, 07.04.1959",1959-04-07,"Wortmann, Eberhard","Heisenberg, Werner (1901-1976) [vermutlich]",,Brief
DE-611-HS-3684786,"Brief von Werner Heisenberg an Otto Schulmeister an Redaktion Wort und Wahrheit (Wien), 19.07.1963",1963-07-19,"Heisenberg, Werner (1901-1976)","Schulmeister, Otto (1916-); Redaktion Wort und Wahrheit (Wien)",,Brief
DE-611-HS-3684787,"Brief von Otto Schulmeister von Redaktion Wort und Wahrheit (Wien) an Werner Heisenberg, 10.07.1963",1963-07-10,"Schulmeister, Otto (1916-); Redaktion Wort und Wahrheit (Wien)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-BF-81121,"506. IV. Institutionen, 1. Korrespondenz: Wre-Wy",1955,,,,unknown
DE-611-HS-3684812,"Brief von Marie Elisabeth Wrede von Hotel Garni ""Das blaue Haus"" (München) an Werner Heisenberg, 17.10.1962",1962-10-17,"Wrede, Marie Elisabeth","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684813,Aktennotiz (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3684832,"Brief von Werner Heisenberg an Harold Douglas Wright an Pennsylvania State University . College of Mineral Industries (University Park, Pa.), 01.04.1959",1959-04-01,"Heisenberg, Werner (1901-1976)","Wright, Harold Douglas (1921-1969); Pennsylvania State University (University Park, Pa.). College of Mineral Industries","Hahn, Otto (1879-1968); Mattauch, Josef (1895-1976)",Brief
DE-611-HS-3684834,"Brief von Harold Douglas Wright von Pennsylvania State University . College of Mineral Industries (University Park, Pa.) an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 20.03.1959",1959-03-20,"Wright, Harold Douglas (1921-1969); Pennsylvania State University (University Park, Pa.). College of Mineral Industries","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)","Hahn, Otto (1879-1968)",Brief
DE-611-HS-3684837,"Brief von Vladimir Velmar-Janković an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 16.02.1965",1965-02-16,"Velmar-Janković, Vladimir (1889-1976)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3684840,"Brief von Karl Wührer an Werner Heisenberg, 09.05.1959",1959-05-09,"Wührer, Karl (1903-1973)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3684841,"Brief von Werner Heisenberg von Max-Planck-Institut für Physik und Astrophysik an Karl Wührer, 28.04.1959",1959-04-28,"Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)","Wührer, Karl (1903-1973)",,Brief
DE-611-HS-3684844,"Brief von Unbekannt an Werner Heisenberg, 17.04.1959",1959-04-17,Unbekannt,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685027,"Brief von Adolf Butenandt an Erich Wünsch an Max-Planck-Institut für Eiweiß- und Lederforschung, 02.04.1970",1970-04-02,"Butenandt, Adolf (1903-1995)","Wünsch, Erich (1923-2013); Max-Planck-Institut für Eiweiß- und Lederforschung","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3685054,Aktennotiz (Einheitstitel von Bearbeiter/in),unknown,,,,unknown
DE-611-HS-3685083,"Brief von Erich Wünsch von Max-Planck-Institut für Eiweiß- und Lederforschung an Werner Heisenberg, 03.02.1970",1970-02-03,"Wünsch, Erich (1923-2013); Max-Planck-Institut für Eiweiß- und Lederforschung","Heisenberg, Werner (1901-1976)","Grassmann, Wolfgang (1898-1978); Schwyzer, R.",Brief
DE-611-HS-3685092,"Brief von Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung an Werner Heisenberg, 25.11.1964",1964-11-25,Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung,"Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685094,"Brief von Werner Heisenberg an Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung, 17.11.1964",1964-11-17,"Heisenberg, Werner (1901-1976)",Ludwig-Maximilians-Universität München. Allgemeine Studentenvertretung,,Brief
DE-611-HS-3685109,"Brief von Helmuth F. Wüst an Werner Heisenberg an Alpensanatorium (Wiessee), 29.07.1975",1975-07-29,"Wüst, Helmuth F.","Heisenberg, Werner (1901-1976); Alpensanatorium (Wiessee)",,Brief
DE-611-HS-3685114,"Brief von Rudolf Wienecke und Ernst-Joachim Meusel von Max-Planck-Institut für Plasmaphysik (Garching b. München) an Werner Heisenberg an Max-Planck-Institut für Physik und Astrophysik, 15.05.1975",1975-05-15,"Wienecke, Rudolf; Meusel, Ernst-Joachim (1932-2006); Max-Planck-Institut für Plasmaphysik (Garching b. München) (1971-)","Heisenberg, Werner (1901-1976); Max-Planck-Institut für Physik und Astrophysik (1958-1991)",,Brief
DE-611-HS-3685119,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Rudolf Wienecke an Max-Planck-Institut für Plasmaphysik (Garching b. München), 06.06.1975",1975-06-06,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wienecke, Rudolf; Max-Planck-Institut für Plasmaphysik (Garching b. München) (1971-)","Heisenberg, Werner (1901-1976); Wüst, Helmuth F.",Brief
DE-611-HS-3685128,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an A. Wüstefeld, 01.07.1958",1958-07-01,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wüstefeld, A.","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3685387,"Brief von A. Wüstefeld an Werner Heisenberg, 10.06.1958",1958-06-10,"Wüstefeld, A.","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685395,"Brief von Werner Heisenberg an Franz Wuesthoff, 30.10.1973",1973-10-30,"Heisenberg, Werner (1901-1976)","Wuesthoff, Franz",,Brief
DE-611-HS-3685398,"Brief von Franz Wuesthoff an Werner Heisenberg, 29.10.1973",1973-10-29,"Wuesthoff, Franz","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685401,"Brief von Werner Heisenberg an Franz Wuesthoff, 31.07.1973",1973-07-31,"Heisenberg, Werner (1901-1976)","Wuesthoff, Franz",,Brief
DE-611-HS-3685402,"Brief von Franz Wuesthoff an Werner Heisenberg, 18.07.1973",1973-07-18,"Wuesthoff, Franz","Heisenberg, Werner (1901-1976)","Hettlage, Benno (1906-1986); Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3685405,"Brief von Werner Heisenberg an Franz Wuesthoff, 12.07.1960",1960-07-12,"Heisenberg, Werner (1901-1976)","Wuesthoff, Franz","Wuesthoff, Freda (1896-1956)",Brief
DE-611-HS-3685432,"Brief von Franz Wuesthoff an Werner Heisenberg, 02.07.1960",1960-07-02,"Wuesthoff, Franz","Heisenberg, Werner (1901-1976)","Noel-Baker, Philip John",Brief
DE-611-HS-3685435,"Brief von Franz Wuesthoff von Forschungsgesellschaft für Friedenswissenschaft an Werner Heisenberg, 25.02.1959",1959-02-25,"Wuesthoff, Franz; Forschungsgesellschaft für Friedenswissenschaft (1958-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685438,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Franz Wuesthoff, 13.05.1958",1958-05-13,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wuesthoff, Franz","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3685443,"Brief von Franz Wuesthoff an Werner Heisenberg, 24.04.1958",1958-04-24,"Wuesthoff, Franz","Heisenberg, Werner (1901-1976)","Wuesthoff, Freda (1896-1956)",Brief
DE-611-HS-3685454,"Brief von Franz Wutz an Werner Heisenberg, 29.11.1961",1961-11-29,"Wutz, Franz","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685459,"Brief von Wiltrud Huber von Max-Planck-Institut für Physik. Direktion. Sekretariat an Alfred Wurm an Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit), 21.07.1967",1967-07-21,"Huber, Wiltrud; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wurm, Alfred (1926-1983); Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3685463,"Brief von Alfred Wurm von Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit) an Werner Heisenberg, 13.07.1967",1967-07-13,"Wurm, Alfred (1926-1983); Alfred-Wurm-Verlag (Fachverlag für die Öffentlichkeit)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3685992,"Brief von Carl Wurster an Werner Heisenberg, 14.03.1972",1972-03-14,"Wurster, Carl (1900-1974)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686003,"Brief von Annemarie Giese an Irene Wu-Weitemeyer, 18.05.1957",1957-05-18,"Giese, Annemarie","Wu-Weitemeyer, Irene","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3686006,"Brief von Werner Heisenberg an Wolfgang E. Burhenne an Interparlamentarische Arbeitsgemeinschaft, 24.01.1973",1973-01-24,"Heisenberg, Werner (1901-1976)","Burhenne, Wolfgang E. (1924-2017); Interparlamentarische Arbeitsgemeinschaft (1955-2014)",,Brief
DE-611-HS-3686010,"Brief von Wolfgang E. Burhenne von Interparlamentarische Arbeitsgemeinschaft an Werner Heisenberg, 14.01.1973",1973-01-14,"Burhenne, Wolfgang E. (1924-2017); Interparlamentarische Arbeitsgemeinschaft (1955-2014)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686021,"Brief von Werner Heisenberg an Robert C. Wyckoff an Germany. Scientifique and Technical Unit United States Naval Forces, 24.04.1957",1957-04-24,"Heisenberg, Werner (1901-1976)","Wyckoff, Robert C.; United States Naval Forces, Germany. Scientifique and Technical Unit",,Brief
DE-611-HS-3686029,"Brief von Robert C. Wyckoff von Germany. Scientifique and Technical Unit United States Naval Forces an Werner Heisenberg, 20.04.1957",1957-04-20,"Wyckoff, Robert C.; United States Naval Forces, Germany. Scientifique and Technical Unit","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686049,"Brief von Albert Wyler von Universität Zürich. Mathematisches Institut an Werner Heisenberg, 08.03.1971",1971-03-08,"Wyler, Albert; Universität Zürich. Mathematisches Institut","Heisenberg, Werner (1901-1976)","Waerden, Bartel L. van der (1903-1996)",Brief
DE-611-HS-3686052,"Brief von Werner Heisenberg an Berthold Wyler, 28.02.1955",1955-02-28,"Heisenberg, Werner (1901-1976)","Wyler, Berthold (1913-)",,Brief
DE-611-HS-3686054,"Brief von Berthold Wyler an Werner Heisenberg, 18.02.1955",1955-02-18,"Wyler, Berthold (1913-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686101,"Brief von Egil A. Wyller an Werner Heisenberg, 31.08.1972",1972-08-31,"Wyller, Egil A. (1925-2021)","Heisenberg, Werner (1901-1976)","Tau, Max (1897-1976) [vermutlich]",Brief
DE-611-HS-3686105,"Brief von Egil A. Wyller an Werner Heisenberg, 27.08.1972",1972-08-27,"Wyller, Egil A. (1925-2021)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686108,"Brief von Egil A. Wyller an Werner Heisenberg, o.D.",o.D.,"Wyller, Egil A. (1925-2021)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686112,"Brief von Egil A. Wyller von Universitetet i Oslo an Werner Heisenberg, 26.08.1971",1971-08-26,"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686113,"Brief von Annemarie Giese von Max-Planck-Institut für Physik. Direktion. Sekretariat an Egil A. Wyller an Universitetet i Oslo, 24.05.1971",1971-05-24,"Giese, Annemarie; Max-Planck-Institut für Physik. Direktion. Sekretariat","Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)","Heisenberg, Werner (1901-1976)",Brief
DE-611-HS-3686114,"Brief von Egil A. Wyller an Werner Heisenberg, 21.05.1971",1971-05-21,"Wyller, Egil A. (1925-2021)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3686115,"Brief von Egil A. Wyller von Universitetet i Oslo an Werner Heisenberg, 30.04.1971",1971-04-30,"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)","Heisenberg, Werner (1901-1976)","Tau, Max (1897-1976)",Brief
DE-611-HS-3686154,"Brief von Werner Heisenberg an Egil A. Wyller an Universitetet i Oslo, 22.04.1971",1971-04-22,"Heisenberg, Werner (1901-1976)","Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)",,Brief
DE-611-HS-3686159,"Brief von Egil A. Wyller von Universitetet i Oslo an Werner Heisenberg, 17.04.1971",1971-04-17,"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)","Heisenberg, Werner (1901-1976)","Weizsäcker, Carl Friedrich von (1912-2007)",Brief
DE-611-HS-3686160,"Brief von Egil A. Wyller von Universitetet i Oslo an Werner Heisenberg, 05.04.1970",1970-04-05,"Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)","Heisenberg, Werner (1901-1976)",Plato,Brief
DE-611-HS-3686161,"Brief von Werner Heisenberg an Egil A. Wyller an Universitetet i Oslo, 16.03.1970",1970-03-16,"Heisenberg, Werner (1901-1976)","Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)",Plato,Brief
DE-611-HS-3686162,"Brief von Werner Heisenberg an Egil A. Wyller an Universitetet i Oslo, 18.01.1962",1962-01-18,"Heisenberg, Werner (1901-1976)","Wyller, Egil A. (1925-2021); Universitetet i Oslo (1939-)",Plato,Brief
DE-611-HS-3686163,"Brief von Egil A. Wyller an Werner Heisenberg, 06.12.1961",1961-12-06,"Wyller, Egil A. (1925-2021)","Heisenberg, Werner (1901-1976)","Plato; Heidegger, Martin (1889-1976)",Brief
DE-611-BF-79991,"507. IV. Institutionen, 1. Korrespondenz: Walcher, W.",1957,,,,unknown
DE-611-HS-3637994,Heisenbergdokumentation Alphabetisch (Incipit der Unterlage),unknown,,,,unknown
DE-611-HS-3638016,"Brief von Wilhelm Walcher an Werner Heisenberg, 17.03.1966",1966-03-17,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638028,"Brief von Werner Heisenberg an Wilhelm Walcher an Philipps-Universität Marburg. Physikalisches Institut, 20.04.1966",1966-04-20,"Heisenberg, Werner (1901-1976)","Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut",,Brief
DE-611-HS-3638041,Memorandum betreffend die Beschaffung eines Niederenergie-Beschleunigers für die Münchner Hochschulen (Incipit der Unterlage),1966,"Walcher, Wilhelm (1910-2005)",,,unknown
DE-611-HS-3638049,"Brief von Wilhelm Walcher an Werner Heisenberg, 04.06.1965",1965-06-04,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)","Meyers, Franz (1908-2002)",Brief
DE-611-HS-3638056,"Brief von Wilhelm Walcher an Werner Heisenberg, 12.02.1964",1964-02-12,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)","Faissner, Helmut (1928-2007); Neuert, Hugo (1912-1989)",Brief
DE-611-HS-3638073,"Brief von Werner Heisenberg an Wilhelm Walcher an Philipps-Universität Marburg. Physikalisches Institut, 20.12.1963",1963-12-20,"Heisenberg, Werner (1901-1976)","Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut","Lauterjung, Karl Heinz (1914-2000); Faissner, Helmut (1928-2007); Krüger, Hubert (1914-2002)",Brief
DE-611-HS-3638090,"Brief von Wilhelm Walcher an Werner Heisenberg, 19.12.1963",1963-12-19,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)","Lauterjung, Karl Heinz (1914-2000); Neuert, Hugo (1912-1989); Krüger, Hubert (1914-2002)",Brief
DE-611-HS-3638104,"Brief von Werner Heisenberg an Wilhelm Walcher an Philipps-Universität Marburg. Physikalisches Institut, 21.10.1963",1963-10-21,"Heisenberg, Werner (1901-1976)","Walcher, Wilhelm (1910-2005); Philipps-Universität Marburg. Physikalisches Institut","Prakash, Satya",Brief
DE-611-HS-3638116,"Brief von Wilhelm Walcher an Werner Heisenberg, 17.10.1963",1963-10-17,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)","Prakash, Satya",Brief
DE-611-HS-3638124,"Brief von Wilhelm Walcher an Werner Heisenberg, 11.06.1957",1957-06-11,"Walcher, Wilhelm (1910-2005)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-BF-79993,"508. IV. Institutionen, 1. Korrespondenz: Weltförderalisten e. V.",1962,,,,unknown
DE-611-HS-3638177,"Der Weltföderalist : Organ der ""Weltföderalisten e. V."" ; Zeitschrift für die Einigung der Welt und der Sicherung des Weltfriedens durch ein Weltrecht (Drucktitel)",1966,,,,unknown
DE-611-HS-3638194,"Brief von Werner Heisenberg an Oscar Jedzini an Weltföderalisten Deutschlands e.V., 07.12.1965",1965-12-07,"Heisenberg, Werner (1901-1976)","Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)",,Brief
DE-611-HS-3638209,"Brief von Oscar Jedzini von Weltföderalisten Deutschlands e.V. an Werner Heisenberg, 07.12.1965",1965-12-07,"Jedzini, Oscar; Weltföderalisten Deutschlands e.V. (1949-)","Heisenberg, Werner (1901-1976)","Hahn, Otto (1879-1968); Sureth, Fritz (1897-1978)",Brief
DE-611-HS-3638212,"Der Weltföderalist : Organ der ""Weltföderalisten e. V."" ; Zeitschrift für die Einigung der Welt und der Sicherung des Weltfriedens durch ein Weltrecht (Drucktitel)",1965,,,,unknown
DE-611-HS-3638216,"Brief von Wilhelm Gontrum von Weltföderalisten Deutschlands e.V. an Werner Heisenberg, 23.03.1965",1965-03-23,"Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638219,"Brief von Werner Heisenberg an Wilhelm Gontrum an Weltföderalisten Deutschlands e.V., 02.03.1965",1965-03-02,"Heisenberg, Werner (1901-1976)","Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)",,Brief
DE-611-HS-3638222,"Brief von Wilhelm Gontrum von Weltföderalisten Deutschlands e.V. an Werner Heisenberg, 16.02.1965",1965-02-16,"Gontrum, Wilhelm (1910-1969); Weltföderalisten Deutschlands e.V. (1949-)","Heisenberg, Werner (1901-1976)",,Brief
DE-611-HS-3638228,"Der Weltföderalist : Organ der ""Weltföderalisten e. V."" ; Zeitschrift für die Einigung der Welt und der Sicherung des Weltfriedens durch ein Weltrecht (Drucktitel)",1662,,,,unknown
